batch_label,source_image,model,quantization,seed,steps,guidance,strength,detector,image_path,prediction,confidence,elapsed_time
sd35_fp8_s50_g3.5_str0.45,00000,sd35,fp8,123,50,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s50_g3.5_str0.45.png,real,0.4268,0.174
sd35_fp8_s50_g3.5_str0.45,00000,sd35,fp8,123,50,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s50_g3.5_str0.45.png,real,1.7400704900409625e-13,0.08919215202331543
sd3_fp4_s30_g6.5_str0.6,00001,sd3,fp4,124,30,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s30_g6.5_str0.6.png,real,0.4139,0.168
sd3_fp4_s30_g6.5_str0.6,00001,sd3,fp4,124,30,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s30_g6.5_str0.6.png,real,0.0007373712724074721,0.09458422660827637
sd35_fp8_s30_g6.5_str0.6,00000,sd35,fp8,123,30,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s30_g6.5_str0.6.png,fake,0.9647272229194641,0.061901092529296875
sd35_fp8_s30_g6.5_str0.6,00000,sd35,fp8,123,30,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s30_g6.5_str0.6.png,real,0.4605,0.176
sd35_fp8_s30_g6.5_str0.6,00000,sd35,fp8,123,30,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s30_g6.5_str0.6.png,real,1.2579025598924432e-09,0.0949409008026123
sd35_fp4_s40_g6.5_str0.6,00000,sd35,fp4,123,40,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s40_g6.5_str0.6.png,fake,0.9540430903434753,0.06238865852355957
sd35_fp4_s40_g6.5_str0.6,00000,sd35,fp4,123,40,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s40_g6.5_str0.6.png,real,0.4388,0.172
sd35_fp4_s40_g6.5_str0.6,00000,sd35,fp4,123,40,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s40_g6.5_str0.6.png,real,2.4539979423532365e-11,0.0951545238494873
sd35_fp4_s30_g6.5_str0.3,00001,sd35,fp4,124,30,6.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g6.5_str0.3.png,real,0.09010816365480423,0.06262063980102539
sd35_fp4_s30_g6.5_str0.3,00001,sd35,fp4,124,30,6.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g6.5_str0.3.png,real,0.3744,0.169
sd35_fp4_s30_g6.5_str0.3,00001,sd35,fp4,124,30,6.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g6.5_str0.3.png,fake,0.9984563589096069,0.09658002853393555
sd35_fp4_s30_g5.0_str0.45,00001,sd35,fp4,124,30,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g5.0_str0.45.png,real,0.06325121223926544,0.06275653839111328
sd35_fp4_s30_g5.0_str0.45,00001,sd35,fp4,124,30,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g5.0_str0.45.png,real,0.3863,0.172
sd35_fp4_s30_g5.0_str0.45,00001,sd35,fp4,124,30,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g5.0_str0.45.png,fake,0.9302518367767334,0.09436559677124023
sd35_fp4_s50_g6.5_str0.45,00000,sd35,fp4,123,50,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s50_g6.5_str0.45.png,fake,0.8300268054008484,0.06202983856201172
sd35_fp4_s50_g6.5_str0.45,00000,sd35,fp4,123,50,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s50_g6.5_str0.45.png,real,0.4276,0.183
sd35_fp4_s50_g6.5_str0.45,00000,sd35,fp4,123,50,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s50_g6.5_str0.45.png,real,4.261577256445964e-13,0.09261393547058105
sd35_fp8_s40_g3.5_str0.6,00000,sd35,fp8,123,40,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s40_g3.5_str0.6.png,fake,0.9517583847045898,0.0617063045501709
sd35_fp8_s40_g3.5_str0.6,00000,sd35,fp8,123,40,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s40_g3.5_str0.6.png,real,0.4444,0.17
sd35_fp8_s40_g3.5_str0.6,00000,sd35,fp8,123,40,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s40_g3.5_str0.6.png,real,1.0503080183354996e-08,0.09576082229614258
sd35_fp16_s40_g5.0_str0.3,00000,sd35,fp16,123,40,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s40_g5.0_str0.3.png,fake,0.830626904964447,0.060771942138671875
sd35_fp16_s40_g5.0_str0.3,00000,sd35,fp16,123,40,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s40_g5.0_str0.3.png,real,0.436,0.175
sd35_fp16_s40_g5.0_str0.3,00000,sd35,fp16,123,40,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s40_g5.0_str0.3.png,real,3.8247882847551075e-15,0.09010529518127441
sd35_fp8_s40_g3.5_str0.3,00001,sd35,fp8,124,40,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s40_g3.5_str0.3.png,real,0.0034454260021448135,0.061049461364746094
sd35_fp8_s40_g3.5_str0.3,00001,sd35,fp8,124,40,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s40_g3.5_str0.3.png,real,0.3726,0.171
sd35_fp8_s40_g3.5_str0.3,00001,sd35,fp8,124,40,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s40_g3.5_str0.3.png,fake,0.9997379183769226,0.08768558502197266
sd15_fp4_s30_g6.5_str0.45,00001,sd15,fp4,124,30,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd15_fp4_seed124_s30_g6.5_str0.45.png,fake,0.968083918094635,0.06213545799255371
sd3_fp4_s50_g5.0_str0.3,00001,sd3,fp4,124,50,5.0,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s50_g5.0_str0.3.png,fake,0.5948237180709839,0.06166386604309082
sd3_fp4_s50_g5.0_str0.3,00001,sd3,fp4,124,50,5.0,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s50_g5.0_str0.3.png,real,0.373,0.177
sd3_fp4_s50_g5.0_str0.3,00001,sd3,fp4,124,50,5.0,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s50_g5.0_str0.3.png,real,0.2750697135925293,0.09517931938171387
sd35_fp16_s40_g5.0_str0.45,00001,sd35,fp16,124,40,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s40_g5.0_str0.45.png,real,0.022094009444117546,0.06243014335632324
sd35_fp16_s40_g5.0_str0.45,00001,sd35,fp16,124,40,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s40_g5.0_str0.45.png,real,0.3635,0.173
sd35_fp16_s40_g5.0_str0.45,00001,sd35,fp16,124,40,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s40_g5.0_str0.45.png,fake,0.9235422611236572,0.09720134735107422
sd3_fp4_s30_g5.0_str0.6,00000,sd3,fp4,123,30,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g5.0_str0.6.png,fake,0.970670223236084,0.06168818473815918
sd3_fp4_s30_g5.0_str0.6,00000,sd3,fp4,123,30,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g5.0_str0.6.png,real,0.4513,0.17
sd3_fp4_s30_g5.0_str0.6,00000,sd3,fp4,123,30,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g5.0_str0.6.png,real,1.0235118382982602e-14,0.0960383415222168
sd3_fp4_s30_g6.5_str0.45,00000,sd3,fp4,123,30,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g6.5_str0.45.png,fake,0.9662268757820129,0.0732886791229248
sd3_fp4_s30_g6.5_str0.45,00000,sd3,fp4,123,30,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g6.5_str0.45.png,real,0.4539,0.179
sd3_fp4_s30_g6.5_str0.45,00000,sd3,fp4,123,30,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g6.5_str0.45.png,real,9.490654518783809e-14,0.09732675552368164
sd35_fp16_s50_g5.0_str0.6,00001,sd35,fp16,124,50,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s50_g5.0_str0.6.png,fake,0.9201810359954834,0.06213068962097168
sd35_fp16_s50_g5.0_str0.6,00001,sd35,fp16,124,50,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s50_g5.0_str0.6.png,real,0.36,0.172
sd35_fp16_s50_g5.0_str0.6,00001,sd35,fp16,124,50,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s50_g5.0_str0.6.png,fake,0.9975631237030029,0.09350943565368652
sd35_fp4_s30_g3.5_str0.6,00000,sd35,fp4,123,30,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s30_g3.5_str0.6.png,fake,0.9355050921440125,0.0625617504119873
sd35_fp4_s30_g3.5_str0.6,00000,sd35,fp4,123,30,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s30_g3.5_str0.6.png,real,0.431,0.173
sd35_fp4_s30_g3.5_str0.6,00000,sd35,fp4,123,30,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s30_g3.5_str0.6.png,real,1.8078103575756843e-13,0.09200263023376465
sd3_fp8_s50_g5.0_str0.45,00000,sd3,fp8,123,50,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s50_g5.0_str0.45.png,fake,0.5646370053291321,0.06338095664978027
sd3_fp8_s50_g5.0_str0.45,00000,sd3,fp8,123,50,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s50_g5.0_str0.45.png,real,0.418,0.181
sd3_fp8_s50_g5.0_str0.45,00000,sd3,fp8,123,50,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s50_g5.0_str0.45.png,real,3.841857387776315e-13,0.08624553680419922
sd35_fp4_s30_g3.5_str0.6,00001,sd35,fp4,124,30,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g3.5_str0.6.png,real,0.3251168727874756,0.06069493293762207
sd35_fp4_s30_g3.5_str0.6,00001,sd35,fp4,124,30,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g3.5_str0.6.png,real,0.3944,0.173
sd35_fp4_s30_g3.5_str0.6,00001,sd35,fp4,124,30,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s30_g3.5_str0.6.png,fake,0.6310845613479614,0.08993697166442871
sd35_fp8_s30_g3.5_str0.3,00001,sd35,fp8,124,30,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s30_g3.5_str0.3.png,real,0.010149091482162476,0.06269478797912598
sd35_fp8_s30_g3.5_str0.3,00001,sd35,fp8,124,30,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s30_g3.5_str0.3.png,real,0.3779,0.167
sd35_fp8_s30_g3.5_str0.3,00001,sd35,fp8,124,30,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s30_g3.5_str0.3.png,fake,0.9999785423278809,0.08988142013549805
sd3_fp4_s50_g3.5_str0.6,00000,sd3,fp4,123,50,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s50_g3.5_str0.6.png,fake,0.9648704528808594,0.06182360649108887
sd3_fp4_s50_g3.5_str0.6,00000,sd3,fp4,123,50,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s50_g3.5_str0.6.png,real,0.4379,0.171
sd3_fp4_s50_g3.5_str0.6,00000,sd3,fp4,123,50,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s50_g3.5_str0.6.png,real,1.7681173365702296e-12,0.0911552906036377
sd35_fp8_s40_g6.5_str0.6,00000,sd35,fp8,123,40,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s40_g6.5_str0.6.png,real,0.454,0.171
sd35_fp8_s40_g6.5_str0.6,00000,sd35,fp8,123,40,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp8_seed123_s40_g6.5_str0.6.png,real,1.3045408309153572e-07,0.09652471542358398
sd35_fp16_s50_g6.5_str0.45,00000,sd35,fp16,123,50,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s50_g6.5_str0.45.png,fake,0.8977304697036743,0.0628197193145752
sd35_fp16_s50_g6.5_str0.45,00000,sd35,fp16,123,50,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s50_g6.5_str0.45.png,real,0.4354,0.173
sd35_fp16_s50_g6.5_str0.45,00000,sd35,fp16,123,50,6.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s50_g6.5_str0.45.png,real,2.9398619094678224e-09,0.10156631469726562
sd35_fp16_s30_g5.0_str0.45,00000,sd35,fp16,123,30,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s30_g5.0_str0.45.png,fake,0.8780663013458252,0.06090426445007324
sd35_fp16_s30_g5.0_str0.45,00000,sd35,fp16,123,30,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s30_g5.0_str0.45.png,real,0.4355,0.176
sd35_fp16_s30_g5.0_str0.45,00000,sd35,fp16,123,30,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp16_seed123_s30_g5.0_str0.45.png,real,8.424005850521388e-13,0.09473800659179688
sd35_fp4_s40_g3.5_str0.45,00000,sd35,fp4,123,40,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s40_g3.5_str0.45.png,fake,0.8536524772644043,0.06172609329223633
sd35_fp4_s40_g3.5_str0.45,00000,sd35,fp4,123,40,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s40_g3.5_str0.45.png,real,0.4257,0.179
sd35_fp4_s40_g3.5_str0.45,00000,sd35,fp4,123,40,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s40_g3.5_str0.45.png,real,2.4476555222745222e-14,0.09711575508117676
sd35_fp4_s50_g5.0_str0.6,00001,sd35,fp4,124,50,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s50_g5.0_str0.6.png,fake,0.6993533968925476,0.0619814395904541
sd35_fp4_s50_g5.0_str0.6,00001,sd35,fp4,124,50,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s50_g5.0_str0.6.png,real,0.3803,0.165
sd35_fp4_s50_g5.0_str0.6,00001,sd35,fp4,124,50,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s50_g5.0_str0.6.png,real,0.0016019776230677962,0.08795619010925293
sd35_fp16_s30_g6.5_str0.6,00001,sd35,fp16,124,30,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s30_g6.5_str0.6.png,fake,0.8903377056121826,0.06133270263671875
sd35_fp16_s30_g6.5_str0.6,00001,sd35,fp16,124,30,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s30_g6.5_str0.6.png,real,0.3683,0.168
sd35_fp16_s30_g6.5_str0.6,00001,sd35,fp16,124,30,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s30_g6.5_str0.6.png,fake,0.9999192953109741,0.09219741821289062
sd35_fp16_s30_g5.0_str0.45,00001,sd35,fp16,124,30,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s30_g5.0_str0.45.png,real,0.013025215826928616,0.061765432357788086
sd35_fp16_s30_g5.0_str0.45,00001,sd35,fp16,124,30,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s30_g5.0_str0.45.png,real,0.3636,0.165
sd35_fp16_s30_g5.0_str0.45,00001,sd35,fp16,124,30,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp16_seed124_s30_g5.0_str0.45.png,fake,0.9997430443763733,0.0964500904083252
sd3_fp4_s50_g5.0_str0.6,00000,sd3,fp4,123,50,5.0,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s50_g5.0_str0.6.png,fake,0.9542840123176575,0.06488990783691406
sd3_fp4_s50_g5.0_str0.6,00000,sd3,fp4,123,50,5.0,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s50_g5.0_str0.6.png,real,0.438,0.254
sd3_fp4_s50_g5.0_str0.6,00000,sd3,fp4,123,50,5.0,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s50_g5.0_str0.6.png,real,1.0933290947937047e-12,0.09410429000854492
sd3_fp4_s30_g3.5_str0.3,00001,sd3,fp4,124,30,3.5,0.3,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s30_g3.5_str0.3.png,fake,0.6452039480209351,0.06284642219543457
sd3_fp4_s30_g3.5_str0.3,00001,sd3,fp4,124,30,3.5,0.3,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s30_g3.5_str0.3.png,real,0.3826,0.169
sd3_fp4_s30_g3.5_str0.3,00001,sd3,fp4,124,30,3.5,0.3,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s30_g3.5_str0.3.png,fake,0.9983124732971191,0.09090399742126465
sd3_fp4_s40_g5.0_str0.45,00001,sd3,fp4,124,40,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s40_g5.0_str0.45.png,fake,0.85906982421875,0.061490774154663086
sd3_fp4_s40_g5.0_str0.45,00001,sd3,fp4,124,40,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s40_g5.0_str0.45.png,real,0.4007,0.168
sd3_fp4_s40_g5.0_str0.45,00001,sd3,fp4,124,40,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp4_seed124_s40_g5.0_str0.45.png,fake,0.6770400404930115,0.09637212753295898
sd35_fp4_s40_g3.5_str0.45,00001,sd35,fp4,124,40,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s40_g3.5_str0.45.png,real,0.13676369190216064,0.06290149688720703
sd35_fp4_s40_g3.5_str0.45,00001,sd35,fp4,124,40,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s40_g3.5_str0.45.png,real,0.3704,0.176
sd35_fp4_s40_g3.5_str0.45,00001,sd35,fp4,124,40,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp4_seed124_s40_g3.5_str0.45.png,fake,0.6485723853111267,0.0903630256652832
sd3_fp4_s30_g3.5_str0.6,00000,sd3,fp4,123,30,3.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g3.5_str0.6.png,fake,0.9764675498008728,0.06168389320373535
sd3_fp4_s30_g3.5_str0.6,00000,sd3,fp4,123,30,3.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g3.5_str0.6.png,real,0.4504,0.18
sd3_fp4_s30_g3.5_str0.6,00000,sd3,fp4,123,30,3.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s30_g3.5_str0.6.png,real,4.3736834222677864e-14,0.0926961898803711
sd3_fp8_s40_g6.5_str0.6,00000,sd3,fp8,123,40,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s40_g6.5_str0.6.png,real,0.49741390347480774,0.06445574760437012
sd3_fp8_s40_g6.5_str0.6,00000,sd3,fp8,123,40,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s40_g6.5_str0.6.png,real,0.4218,0.175
sd3_fp8_s40_g6.5_str0.6,00000,sd3,fp8,123,40,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp8_seed123_s40_g6.5_str0.6.png,real,1.667759897197585e-13,0.09601116180419922
sd35_fp8_s50_g3.5_str0.45,00001,sd35,fp8,124,50,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s50_g3.5_str0.45.png,real,0.0033315035980194807,0.0618135929107666
sd35_fp8_s50_g3.5_str0.45,00001,sd35,fp8,124,50,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s50_g3.5_str0.45.png,real,0.3604,0.174
sd35_fp8_s50_g3.5_str0.45,00001,sd35,fp8,124,50,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s50_g3.5_str0.45.png,fake,0.7864437699317932,0.09119844436645508
sd3_fp8_s50_g6.5_str0.6,00001,sd3,fp8,124,50,6.5,0.6,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s50_g6.5_str0.6.png,fake,0.620000422000885,0.061537742614746094
sd3_fp8_s50_g6.5_str0.6,00001,sd3,fp8,124,50,6.5,0.6,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s50_g6.5_str0.6.png,real,0.3841,0.171
sd3_fp8_s50_g6.5_str0.6,00001,sd3,fp8,124,50,6.5,0.6,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd3_fp8_seed124_s50_g6.5_str0.6.png,real,0.019712502136826515,0.09463167190551758
sd3_fp4_s40_g3.5_str0.45,00000,sd3,fp4,123,40,3.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s40_g3.5_str0.45.png,fake,0.9722349047660828,0.06569194793701172
sd3_fp4_s40_g3.5_str0.45,00000,sd3,fp4,123,40,3.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s40_g3.5_str0.45.png,real,0.4494,0.174
sd3_fp4_s40_g3.5_str0.45,00000,sd3,fp4,123,40,3.5,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd3_fp4_seed123_s40_g3.5_str0.45.png,real,6.860064952077596e-14,0.08973360061645508
sd35_fp4_s50_g5.0_str0.45,00000,sd35,fp4,123,50,5.0,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s50_g5.0_str0.45.png,fake,0.8982083201408386,0.06157279014587402
sd35_fp4_s50_g5.0_str0.45,00000,sd35,fp4,123,50,5.0,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s50_g5.0_str0.45.png,real,0.4252,0.183
sd35_fp4_s50_g5.0_str0.45,00000,sd35,fp4,123,50,5.0,0.45,NPR,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00000_sd35_fp4_seed123_s50_g5.0_str0.45.png,real,1.4989990856657115e-13,0.09107446670532227
sd35_fp8_s30_g6.5_str0.45,00001,sd35,fp8,124,30,6.5,0.45,CLIP-D,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s30_g6.5_str0.45.png,real,0.2188054472208023,0.07001399993896484
sd35_fp8_s30_g6.5_str0.45,00001,sd35,fp8,124,30,6.5,0.45,R50_TF,/media/SSD_4TB/crispy_storage/comparative_images_img2img/00001_sd35_fp8_seed124_s30_g6.5_str0.45.png,real,0.3718,0.173
